# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-20 17:45:14 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08116650 Brazos Rv nr Rosharon, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08116650
#    DD parameter   Description
#    02   00060     Discharge, cubic feet per second
#    05   00065     Gage height, feet
#    16   00035     Wind speed, miles per hour
#    17   00036     Wind direction, degrees clockwise from true north
#    18   00055     Stream velocity, feet per second, [X-Velocity]
#    19   00055     Stream velocity, feet per second, [Y-Velocity]
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
# 	16_00035_cd	17_00036	17_00036_cd	18_00055	18_00055_cd	19_00055	19_00055_cd
# 0s
USGS	08116650	2016-05-25 00:00	CDT	49500	P	42.36	P	3.7	P	60	P	4.30	P	0.55	P
USGS	08116650	2016-05-25 00:15	CDT	49500	P	42.37	P	2.7	P	46	P	4.85	P	0.32	P
USGS	08116650	2016-05-25 00:30	CDT	49500	P	42.38	P	3.1	P	49	P	4.53	P	0.09	P
USGS	08116650	2016-05-25 00:45	CDT	49500	P	42.38	P	1.8	P	99	P	4.39	P	0.18	P
USGS	08116650	2016-05-25 01:00	CDT	49600	P	42.43	P	2.7	P	75	P	4.88	P	0.47	P
USGS	08116650	2016-05-25 01:15	CDT	49600	P	42.40	P	3.5	P	112	P	4.42	P	0.36	P
USGS	08116650	2016-05-25 01:30	CDT	49600	P	42.41	P	0.8	P	60	P	4.17	P	0.27	P
USGS	08116650	2016-05-25 01:45	CDT	49600	P	42.39	P	0.6	P	109	P	4.89	P	0.58	P
USGS	08116650	2016-05-25 02:00	CDT	49600	P	42.43	P	1.9	P	125	P	4.60	P	0.36	P
USGS	08116650	2016-05-25 02:15	CDT	49700	P	42.44	P	0.9	P	90	P	4.34	P	0.49	P
USGS	08116650	2016-05-25 02:30	CDT	49700	P	42.44	P	1.2	P	90	P	4.22	P	0.61	P
USGS	08116650	2016-05-25 02:45	CDT	49700	P	42.44	P	2.5	P	74	P	4.02	P	0.40	P
USGS	08116650	2016-05-25 03:00	CDT	49700	P	42.44	P	3.1	P	66	P	4.43	P	0.39	P
USGS	08116650	2016-05-25 03:15	CDT	49700	P	42.46	P	2.3	P	98	P	4.67	P	0.57	P
USGS	08116650	2016-05-25 03:30	CDT	49700	P	42.46	P	3.9	P	50	P	4.61	P	0.27	P
USGS	08116650	2016-05-25 03:45	CDT	49700	P	42.46	P	3.7	P	49	P	4.63	P	0.28	P
USGS	08116650	2016-05-25 04:00	CDT	49700	P	42.47	P	5.4	P	92	P	4.27	P	0.33	P
USGS	08116650	2016-05-25 04:15	CDT	49700	P	42.47	P	4.7	P	53	P	4.35	P	0.59	P
USGS	08116650	2016-05-25 04:30	CDT	49800	P	42.49	P	1.8	P	167	P	4.45	P	0.50	P
USGS	08116650	2016-05-25 04:45	CDT	49800	P	42.49	P	2.2	P	90	P	4.00	P	0.69	P
USGS	08116650	2016-05-25 05:00	CDT	49800	P	42.49	P	1.0	P	101	P	4.34	P	0.62	P
USGS	08116650	2016-05-25 05:15	CDT	49800	P	42.49	P	2.3	P	90	P	4.88	P	1.04	P
USGS	08116650	2016-05-25 05:30	CDT	49800	P	42.51	P	2.5	P	63	P	4.49	P	0.59	P
USGS	08116650	2016-05-25 05:45	CDT	49800	P	42.51	P	0.8	P	90	P	4.75	P	0.38	P
USGS	08116650	2016-05-25 06:00	CDT	49900	P	42.52	P	3.2	P	101	P	4.57	P	0.50	P
USGS	08116650	2016-05-25 06:15	CDT	49800	P	42.50	P	0.7	P	90	P	4.55	P	0.88	P
USGS	08116650	2016-05-25 06:30	CDT	49800	P	42.51	P	1.3	P	117	P	4.52	P	0.59	P
USGS	08116650	2016-05-25 06:45	CDT	49900	P	42.53	P	1.9	P	69	P	4.18	P	0.45	P
USGS	08116650	2016-05-25 07:00	CDT	49900	P	42.53	P	1.9	P	145	P	4.44	P	0.49	P
USGS	08116650	2016-05-25 07:15	CDT	49900	P	42.53	P	3.0	P	129	P	4.75	P	0.40	P
USGS	08116650	2016-05-25 07:30	CDT	49900	P	42.54	P	0.6	P	19	P	4.28	P	0.57	P
USGS	08116650	2016-05-25 07:45	CDT	49900	P	42.54	P	1.8	P	77	P	4.79	P	0.83	P
USGS	08116650	2016-05-25 08:00	CDT	49900	P	42.55	P	4.7	P	78	P	4.59	P	0.78	P
USGS	08116650	2016-05-25 08:15	CDT	49900	P	42.53	P	3.0	P	53	P	4.11	P	0.44	P
USGS	08116650	2016-05-25 08:30	CDT	50000	P	42.57	P	1.8	P	74	P	4.03	P	0.55	P
USGS	08116650	2016-05-25 08:45	CDT	50000	P	42.57	P	1.6	P	112	P	4.30	P	0.63	P
USGS	08116650	2016-05-25 09:00	CDT	50000	P	42.59	P	3.3	P	92	P	4.27	P	0.54	P
USGS	08116650	2016-05-25 09:15	CDT	49900	P	42.56	P	3.6	P	81	P	4.42	P	0.43	P
USGS	08116650	2016-05-25 09:30	CDT	49900	P	42.56	P	6.4	P	190	P	3.90	P	0.31	P
USGS	08116650	2016-05-25 09:45	CDT	50000	P	42.58	P	4.6	P	91	P	3.86	P	0.49	P
USGS	08116650	2016-05-25 10:00	CDT	50000	P	42.60	P	4.1	P	163	P	4.20	P	0.20	P
USGS	08116650	2016-05-25 10:15	CDT	50000	P	42.58	P	3.5	P	47	P	4.59	P	0.63	P
USGS	08116650	2016-05-25 10:30	CDT	50000	P	42.60	P	5.3	P	163	P	4.29	P	0.45	P
USGS	08116650	2016-05-25 10:45	CDT	50000	P	42.59	P	1.4	P	155	P	4.38	P	0.66	P
USGS	08116650	2016-05-25 11:00	CDT	50000	P	42.60	P	4.0	P	93	P	4.38	P	0.54	P
USGS	08116650	2016-05-25 11:15	CDT	50100	P	42.62	P	2.3	P	80	P	4.52	P	0.67	P
USGS	08116650	2016-05-25 11:30	CDT	50100	P	42.61	P	7.3	P	169	P	4.76	P	0.51	P
USGS	08116650	2016-05-25 11:45	CDT	50100	P	42.61	P	4.6	P	189	P	4.63	P	0.75	P
USGS	08116650	2016-05-25 12:00	CDT	50100	P	42.62	P	1.6	P	28	P	4.32	P	0.63	P
USGS	08116650	2016-05-25 12:15	CDT	50100	P	42.63	P	5.3	P	163	P	4.41	P	0.93	P
USGS	08116650	2016-05-25 12:30	CDT	50000	P	42.60	P	7.6	P	141	P	4.43	P	0.52	P
USGS	08116650	2016-05-25 12:45	CDT	50100	P	42.62	P	5.8	P	150	P	4.49	P	0.53	P
USGS	08116650	2016-05-25 13:00	CDT	50100	P	42.62	P	10	P	94	P	4.54	P	0.66	P
USGS	08116650	2016-05-25 13:15	CDT	50100	P	42.63	P	8.4	P	186	P	4.34	P	0.59	P
USGS	08116650	2016-05-25 13:30	CDT	50100	P	42.63	P	6.8	P	149	P	4.02	P	0.39	P
