# ---------------------------------- WARNING ----------------------------------------
# Some of the data that you have obtained from this U.S. Geological Survey database
# may not have received Director's approval. Any such data values are qualified
# as provisional and are subject to revision. Provisional data are released on the
# condition that neither the USGS nor the United States Government may be held liable
# for any damages resulting from its use.
#
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2017-09-05 12:14:53 EDT       (sdww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 08116850 Brazos Rv nr West Columbia, TX
# -----------------------------------------------------------------------------------
#
# Data provided for site 08116850
#            TS   parameter     Description
#        141006       00065     Gage height, feet, [Lower Sensor]
#        210388       00065     Gage height, feet, [Upper Sensor]
#        210792       72254     Water velocity reading from field sensor, feet per second
#        210793       00045     Precipitation, total, inches
#
# Data-value qualification codes included in this output:
#
#     P  Provisional data subject to revision.
#
agency_cd	site_no	datetime	tz_cd	141006_00065	141006_00065_cd	210388_00065	210388_00065_cd	210792_72254	210792_72254_cd	210793_00045	210793_00045_cd
5s		15s	20d		6s	14n		10s		14n		10s		14n		10s		14n		10s
USGS		08116850		2017-08-24 00:00	CDT		1.41		P		1.38		P		0.97		P	0.00	P
USGS		08116850		2017-08-24 00:15	CDT		1.36		P		1.34		P		0.93		P	0.00	P
USGS		08116850		2017-08-24 00:30	CDT		1.31		P		1.29		P		0.95		P	0.00	P
USGS		08116850		2017-08-24 00:45	CDT		1.28		P		1.27		P		0.99		P	0.00	P
USGS		08116850		2017-08-24 01:00	CDT		1.27		P		1.25		P		0.90		P	0.00	P
USGS		08116850		2017-08-24 01:15	CDT		1.27		P		1.24		P		0.84		P	0.00	P
USGS		08116850		2017-08-24 01:30	CDT		1.17		P		1.15		P		0.94		P	0.00	P
USGS		08116850		2017-08-24 01:45	CDT		1.22		P		1.21		P		0.82		P	0.00	P
USGS		08116850		2017-08-24 02:00	CDT		1.17		P		1.16		P		0.76		P	0.00	P
USGS		08116850		2017-08-24 02:15	CDT		1.18		P		1.16		P		0.71		P	0.00	P
USGS		08116850		2017-08-24 02:30	CDT		1.21		P		1.20		P		0.67		P	0.00	P
USGS		08116850		2017-08-24 02:45	CDT		1.22		P		1.20		P		0.62		P	0.00	P
USGS		08116850		2017-08-24 03:00	CDT		1.26		P		1.25		P		0.54		P	0.00	P
USGS		08116850		2017-08-24 03:15	CDT		1.29		P		1.28		P		0.52		P	0.00	P
USGS		08116850		2017-08-24 03:30	CDT		1.33		P		1.32		P		0.46		P	0.00	P
USGS		08116850		2017-08-24 03:45	CDT		1.39		P		1.39		P		0.39		P	0.00	P
USGS		08116850		2017-08-24 04:00	CDT		1.46		P		1.43		P		0.23		P	0.00	P
USGS		08116850		2017-08-24 04:15	CDT		1.52		P		1.50		P		0.23		P	0.00	P
USGS		08116850		2017-08-24 04:30	CDT		1.56		P		1.53		P		0.18		P	0.00	P
USGS		08116850		2017-08-24 04:45	CDT		1.55		P		1.54		P		0.29		P	0.00	P
USGS		08116850		2017-08-24 05:00	CDT		1.65		P		1.63		P		0.27		P	0.00	P
USGS		08116850		2017-08-24 05:15	CDT		1.77		P		1.76		P		0.07		P	0.00	P
USGS		08116850		2017-08-24 05:30	CDT		1.86		P		1.84		P		-0.08		P	0.00	P
USGS		08116850		2017-08-24 05:45	CDT		1.96		P		1.94		P		-0.01		P	0.00	P
USGS		08116850		2017-08-24 06:00	CDT		1.98		P		1.95		P		-0.03		P	0.00	P
USGS		08116850		2017-08-24 06:15	CDT		2.00		P		1.98		P		0.00		P	0.00	P
USGS		08116850		2017-08-24 06:30	CDT		2.07		P		2.05		P		-0.08		P	0.00	P
USGS		08116850		2017-08-24 06:45	CDT		2.19		P		2.17		P		-0.13		P	0.00	P
USGS		08116850		2017-08-24 07:00	CDT		2.29		P		2.27		P		-0.21		P	0.00	P
USGS		08116850		2017-08-24 07:15	CDT		2.38		P		2.35		P		-0.22		P	0.00	P
USGS		08116850		2017-08-24 07:30	CDT		2.42		P		2.39		P		-0.24		P	0.00	P
USGS		08116850		2017-08-24 07:45	CDT		2.45		P		2.43		P		-0.14		P	0.00	P
USGS		08116850		2017-08-24 08:00	CDT		2.47		P		2.45		P		0.09		P	0.00	P
USGS		08116850		2017-08-24 08:15	CDT		2.58		P		2.54		P		-0.10		P	0.00	P
USGS		08116850		2017-08-24 08:30	CDT		2.43		P		2.42		P		0.17		P	0.00	P
USGS		08116850		2017-08-24 09:45	CDT		2.37		P		2.36		P		0.65		P
USGS		08116850		2017-08-24 10:00	CDT		2.33		P		2.37		P		0.69		P	0.00	P
USGS		08116850		2017-08-24 10:15	CDT		2.33		P		2.32		P		0.75		P	0.00	P
USGS		08116850		2017-08-24 10:30	CDT		2.24		P		2.25		P		0.72		P	0.00	P
USGS		08116850		2017-08-24 10:45	CDT		2.20		P		2.20		P		0.90		P	0.00	P
USGS		08116850		2017-08-24 11:00	CDT		2.18		P		2.16		P		0.73		P	0.00	P
USGS		08116850		2017-08-24 11:15	CDT		2.13		P		2.11		P		0.76		P	0.00	P
USGS		08116850		2017-08-24 11:30	CDT		2.10		P		2.10		P		0.87		P	0.00	P
USGS		08116850		2017-08-24 11:45	CDT		2.03		P		2.06		P		1.00		P	0.00	P
USGS		08116850		2017-08-24 12:00	CDT		2.08		P		2.07		P		0.79		P	0.00	P
USGS		08116850		2017-08-24 12:15	CDT		2.04		P		2.03		P		0.91		P	0.00	P
USGS		08116850		2017-08-24 12:30	CDT		2.01		P		2.04		P		0.85		P	0.00	P
USGS		08116850		2017-08-24 12:45	CDT		2.01		P		2.00		P		0.76		P	0.00	P
USGS		08116850		2017-08-24 13:00	CDT		1.87		P		1.90		P		0.88		P	0.00	P
USGS		08116850		2017-08-24 13:15	CDT		1.86		P		1.86		P		0.96		P	0.00	P
USGS		08116850		2017-08-24 13:30	CDT		1.82		P		1.79		P		0.90		P	0.00	P
USGS		08116850		2017-08-24 13:45	CDT		1.76		P		1.74		P		1.01		P	0.00	P
USGS		08116850		2017-08-24 14:00	CDT		1.67		P		1.71		P		1.02		P	0.10	P
USGS		08116850		2017-08-24 14:15	CDT		1.69		P		1.68		P		0.93		P	0.02	P
USGS		08116850		2017-08-24 14:30	CDT		1.55		P		1.62		P		0.99		P	0.17	P
USGS		08116850		2017-08-24 14:45	CDT		1.59		P		1.61		P		0.85		P	0.19	P
USGS		08116850		2017-08-24 15:00	CDT		1.62		P		1.66		P		0.76		P	0.03	P
